****************************************************************
*       Calculation started on: Fri May 31 10:40:21 2024       *
****************************************************************
Timestep     Number of nodes      Mean crossing time     Crossed probability
      94                4633     28.1267446458975527      0.7312882753344020
      95                4724     28.5577026364070790      0.7358388520689813
      96                4827     28.7066934766987103      0.7373971712374771
      97                4920     29.1301857184859969      0.7417764203910336
      98                5025     29.2782069405397820      0.7432928621855494
      99                5120     29.6943327319565853      0.7475087344531141
     100                5227     29.8413501318811356      0.7489846383731015
     101                5324     30.2502129039197953      0.7530446516389738
     102                5433     30.3961960463666614      0.7544813151029220
     103                5532     30.7979026897241752      0.7583925816135401
     104                5643     30.9428246316006934      0.7597912605445235
     105                5744     31.3374848905826369      0.7635605121234764
     106                5857     31.4813219240157238      0.7649224216615845
     107                5960     31.8690478510440656      0.7685560331286138
     108                6075     32.0117792642308885      0.7698823484434424
     109                6180     32.3926847293185247      0.7733863593839251
     110                6297     32.5342925839990258      0.7746782165645588
     111                6404     32.9084928340909713      0.7780583515822500
     112                6523     33.0489617584713145      0.7793168485859171
     113                6632     33.4165730220343633      0.7825785361595740
     114                6753     33.5558900180734341      0.7838047338031683
     115                6864     33.9170291507524908      0.7869531238566617
     116                6987     34.0551834148053061      0.7881480468379561
     117                7100     34.4099675823513920      0.7911880271237351
     118                7225     34.5469503382331098      0.7923526650613110
     119                7340     34.8954967332652259      0.7952888764482337
     120                7467     35.0313010768713085      0.7964241849309860
     121                7584     35.3737266663495191      0.7992610356796089
     122                7713     35.5083474210250429      0.8003679373182585
